SMILES,PfDHFR_Docking,hDHFR_Docking,hERG_Toxicity_Prob,Caco2_logPapp,Half_Life_hours,PfDHFR_Docking_LE,hDHFR_Docking_LE,Selectivity_Index,Selectivity_Index_LE
CC(C)n1nccc1NC(=O)CN(C)Cc1ccco1,-7.431,-6.701,0.2758099436759949,-4.785406589508057,6.615248680114746,-0.37155,-0.33504999999999996,0.7300000000000004,0.03650000000000003
COc1ccc(-c2nnc(NC(=O)c3cc(Cl)ccc3Cl)o2)cc1,-8.783,-8.361,0.5833165049552917,-4.9909749031066895,11.64378547668457,-0.36595833333333333,-0.34837500000000005,0.4219999999999988,0.017583333333333284
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1ccc(C#N)nc1,-9.955,-9.955,0.6215401887893677,-4.7374467849731445,14.509321212768555,-0.31109375,-0.31109375,0.0,0.0
CCCN(c1ncccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,-7.118,-7.243,0.9992241859436035,-4.820758819580078,5.854175567626953,-0.1923783783783784,-0.19575675675675677,-0.125,-0.0033783783783783716
COc1cc2c(cc1OC)C(CC(c1ccccc1)c1ccccc1)N(C=O)CC2,-8.804,-8.089,0.9941962361335754,-4.9274001121521,17.795461654663086,-0.29346666666666665,-0.26963333333333334,0.7149999999999999,0.023833333333333317
CNC(=O)c1ccc(NC(=O)CCc2c(C)noc2C)cc1,-8.456,-8.431,0.023591389879584312,-5.386232852935791,2.232966661453247,-0.38436363636363635,-0.3832272727272727,0.025000000000000355,0.0011363636363636576
CCN1CC(C(=O)N2CCc3cc(C(N)=O)n(C)c3C2)CCC1=O,-8.756,-8.122,0.7437219023704529,-4.944177150726318,14.484515190124512,-0.36483333333333334,-0.33841666666666664,0.6340000000000003,0.0264166666666667
CCSCC[C@@H](N)[C@H](O)C(=O)NNC(=O)c1ccc2ccccc2c1,-7.69,-8.107,0.43315789103507996,-5.535276412963867,4.13953161239624,-0.30760000000000004,-0.32427999999999996,-0.4169999999999989,-0.016679999999999917
COc1ccc(CCO)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(CCCO)cc2)c1,-9.387,-9.707,0.714720606803894,-5.355018615722656,5.427447319030762,-0.26075000000000004,-0.26963888888888893,-0.3200000000000003,-0.00888888888888889
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H](c3cccc([N+](=O)[O-])c3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1,-7.525,-6.386,0.5360210537910461,-5.41139554977417,3.753312587738037,-0.17916666666666667,-0.15204761904761904,1.1390000000000002,0.027119047619047626
CCN(CC(=O)Nc1ccccc1SC)Cc1nc(O)c2ccccc2n1,-8.681,-8.811,0.43165522813796997,-4.9058427810668945,10.764771461486816,-0.3215185185185185,-0.3263333333333333,-0.13000000000000078,-0.004814814814814827
Cc1ccc(Sc2cccc(C)c2N2CCNCC2)c(C)c1.Cl,,,0.966049313545227,-4.835031032562256,3.541031837463379,,,,
CN(Cc1ccccc1)S(=O)(=O)c1ccc(OCC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,-8.385,-10.03,0.1648288369178772,-5.1539483070373535,3.8682079315185547,-0.26203125,-0.3134375,-1.6449999999999996,-0.05140624999999999
CCOc1ccccc1Oc1ncccc1/C(=N/O)NCCOC,-7.332,-7.256,0.9565932154655457,-4.648433208465576,5.058316707611084,-0.3055,-0.30233333333333334,0.07599999999999962,0.003166666666666651
CCCCc1ccc(NC(S)=NCc2cccnc2)cc1,-8.733,-8.334,0.9533221125602722,-5.491126537322998,8.130016326904297,-0.41585714285714287,-0.39685714285714285,0.3990000000000009,0.019000000000000017
Cc1cc(C)c2c(=O)n(CCC(=O)N3CCN(c4ccccc4)CC3)sc2n1,-8.789,-9.393,0.8524919152259827,-4.963420391082764,1.375165581703186,-0.31389285714285714,-0.3354642857142857,-0.604000000000001,-0.021571428571428575
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)COC(=O)c1cnc(Cl)c(Cl)c1,-9.099,-9.37,0.32486122846603394,-5.137305736541748,4.217231750488281,-0.29351612903225804,-0.302258064516129,-0.270999999999999,-0.008741935483870977
CN(C)C/C=C/c1cc(F)ccc1S(=O)(=O)Nc1ccc2c(c1C(=O)O)CCCC2,-9.289,-9.251,0.6620849967002869,-5.118927001953125,5.600239276885986,-0.3096333333333333,-0.3083666666666666,0.038000000000000256,0.0012666666666666937
Cc1ccccc1-c1nn(-c2ccc(C(F)(F)F)cc2)cc1CNCCN1CCN(C)CC1,-8.012,-7.323,0.99845951795578,-4.888896942138672,18.075054168701172,-0.2427878787878788,-0.22190909090909092,0.6890000000000001,0.020878787878787886
c1ccc(N2CCC(N3CCCC3)CC2)nc1,-7.646,-7.427,0.8010402321815491,-4.593016624450684,5.864988327026367,-0.44976470588235296,-0.43688235294117644,0.2190000000000003,0.012882352941176511
CNC(=O)CNc1nc(-c2cccc(O)c2)nc(N2CCOCC2)n1,-8.786,-8.624,0.927712619304657,-5.219916343688965,2.080289840698242,-0.35144,-0.34496000000000004,0.16199999999999903,0.00647999999999993
CCn1cccc(NC(=O)c2ccc3nc(C(O)(c4ccccc4)c4ccccc4)n(CC)c3c2)c1=O,-8.583,-7.273,0.4049927890300751,-4.672169208526611,10.833562850952148,-0.23197297297297298,-0.19656756756756755,1.3100000000000005,0.03540540540540543
COc1ccc(NC(=S)N(CCN(C)C)C(C)c2ccco2)cc1,-6.806,-7.355,0.9896355867385864,-4.733972072601318,8.282787322998047,-0.28358333333333335,-0.30645833333333333,-0.5490000000000004,-0.02287499999999998
COCCOc1ccc(-c2ccc(-c3csc(NC(=O)C4CC4)n3)cc2)cn1,-6.494,-3.457,0.8934389352798462,-5.044835090637207,3.610196590423584,-0.23192857142857143,-0.12346428571428571,3.037,0.10846428571428572
NC(=S)N/N=C(\c1cc(Br)cc(C(=O)c2ccccc2F)c1)c1ccccc1F,-8.944,-10.39,0.16308912634849548,-4.689760684967041,6.013427257537842,-0.3084137931034483,-0.35827586206896556,-1.4459999999999997,-0.04986206896551726
O=C1CC(c2ccccc2Br)C(=O)N1CN1CCN(c2cccc(C(F)(F)F)c2)CC1,-9.827,-9.529,0.9943414330482483,-4.625279426574707,6.566719055175781,-0.317,-0.30738709677419357,0.29800000000000004,0.009612903225806435
O=C(Nc1ccc(F)c(F)c1)c1ccc(-n2cncn2)c([N+](=O)[O-])c1,-8.092,-8.306,0.01125144399702549,-4.925741195678711,7.76365852355957,-0.32368,-0.33224,-0.21399999999999864,-0.008559999999999957
CCCCOc1ccc(Oc2ccc(O)cc2)cc1,-7.431,-7.678,0.9690210223197937,-4.720751762390137,10.584161758422852,-0.39110526315789473,-0.40410526315789475,-0.2469999999999999,-0.013000000000000012
COc1cccc(F)c1-c1ccccc1/C=N/NCCN1CCCC(C(=O)O)C1,-8.715,-9.047,0.9566577076911926,-5.544586181640625,15.255234718322754,-0.30051724137931035,-0.31196551724137933,-0.33200000000000074,-0.01144827586206898
COc1ccc(C(=O)Nc2ccccc2N)cc1,-7.539,-7.364,0.2586686611175537,-4.582274913787842,5.752945423126221,-0.41883333333333334,-0.4091111111111111,0.17499999999999982,0.009722222222222243
NC(=O)C1CCC(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,-9.899,-8.374,0.7857492566108704,-5.540916919708252,3.761735677719116,-0.30934375,-0.2616875,1.5249999999999986,0.047656249999999956
